race_id,race_date,出走頭数,芝ダート,距離,Top1馬番,Top1馬名,Top1人気,Top1単勝,Top1勝率,Top2勝率,gap_1_2,has_high_odds,パターン,Top1着順,的中,払戻額,人気帯,勝率差帯,頭数帯,芝ダ,オッズ帯,距離帯
202403030305,2024-11-09,16,0,2000,9,アンファング,9,14.2,10.66,9.88,0.78,True,波乱型,13,0,0.0,7番人気〜,差<3%,15頭〜,芝,10〜30倍,中距離
202405050402,2024-11-10,9,0,1800,8,ニヴルヘイム,2,2.5,28.25,27.27,0.98,False,混戦型,3,0,0.0,2〜3番人気,差<3%,〜10頭,芝,〜3倍,中距離
202403030408,2024-11-10,16,0,1800,7,ルトゥール,3,4.3,18.12,13.15,4.97,True,波乱型,11,0,0.0,2〜3番人気,差3〜5%,15頭〜,芝,3〜10倍,中距離
202403030407,2024-11-10,16,0,1200,14,モリノレッドスター,1,2.8,18.05,12.2,5.85,False,混戦型,4,0,0.0,1番人気,差5〜10%,15頭〜,芝,〜3倍,短距離
202403030409,2024-11-10,16,0,1200,2,レイピア,1,3.6,13.55,12.71,0.84,False,混戦型,3,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202403030406,2024-11-10,15,1,1700,2,ツァガーンサル,4,8.5,13.93,11.7,2.22,False,混戦型,4,0,0.0,4〜6番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202403030411,2024-11-10,16,0,2000,3,ドクタードリトル,1,3.7,14.5,13.21,1.28,False,混戦型,7,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202403030410,2024-11-10,15,1,1700,1,アセレラシオン,3,7.0,11.68,10.75,0.93,False,混戦型,3,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202403030412,2024-11-10,16,1,1150,8,シークレットヴァウ,1,1.8,18.25,13.94,4.32,False,混戦型,1,1,180.0,1番人気,差3〜5%,15頭〜,ダート,〜3倍,短距離
202403030401,2024-11-10,15,1,1700,10,パルクリチュード,1,3.8,13.87,11.88,1.99,False,混戦型,4,0,0.0,1番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202403030402,2024-11-10,16,0,2000,5,ナヴァラトゥナ,1,1.7,24.28,14.21,10.07,True,本命型,5,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,中距離
202405050404,2024-11-10,15,1,1300,15,グレイスフルマーチ,4,7.2,19.74,11.22,8.52,True,混戦型,5,0,0.0,4〜6番人気,差5〜10%,15頭〜,ダート,3〜10倍,短距離
202403030404,2024-11-10,9,0,2750,1,サハラ,1,2.5,33.11,20.58,12.53,False,本命型,2,0,0.0,1番人気,差10%〜,〜10頭,芝,〜3倍,長距離
202403030405,2024-11-10,5,0,2750,5,エンジェルラウンド,2,3.9,42.9,30.83,12.08,False,本命型,2,0,0.0,2〜3番人気,差10%〜,〜10頭,芝,3〜10倍,長距離
202403030403,2024-11-10,14,1,1700,10,メイショウソムリエ,2,2.9,23.96,19.1,4.85,False,混戦型,3,0,0.0,2〜3番人気,差3〜5%,11〜14頭,ダート,〜3倍,中距離
202405050412,2024-11-10,16,0,1800,11,ボーモンド,2,5.2,15.39,14.94,0.45,False,混戦型,7,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202408060401,2024-11-10,16,1,1400,11,ベルエアキング,1,2.3,29.31,14.76,14.54,False,本命型,6,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202405050405,2024-11-10,10,0,1600,7,ネオシャクナゲ,4,11.9,17.92,16.38,1.54,True,波乱型,10,0,0.0,4〜6番人気,差<3%,〜10頭,芝,10〜30倍,マイル
202405050401,2024-11-10,15,1,1400,2,フォースミラクル,3,4.3,18.48,16.21,2.28,True,波乱型,1,1,430.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202405050406,2024-11-10,16,1,1600,10,メイショウカシワデ,2,3.3,22.99,19.04,3.95,True,波乱型,5,0,0.0,2〜3番人気,差3〜5%,15頭〜,ダート,3〜10倍,マイル
202405050403,2024-11-10,11,0,1400,4,ココアミュレット,1,2.3,26.65,19.61,7.04,False,混戦型,6,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,短距離
202405050409,2024-11-10,14,1,1400,8,エストレヤデベレン,3,5.0,20.94,16.71,4.23,False,混戦型,5,0,0.0,2〜3番人気,差3〜5%,11〜14頭,ダート,3〜10倍,短距離
202408060408,2024-11-10,13,1,1400,7,ヘルモーズ,1,1.9,23.26,18.1,5.16,False,混戦型,1,1,190.0,1番人気,差5〜10%,11〜14頭,ダート,〜3倍,短距離
202405050407,2024-11-10,12,1,1400,10,ノットファウンド,1,2.2,22.56,15.35,7.22,False,混戦型,2,0,0.0,1番人気,差5〜10%,11〜14頭,ダート,〜3倍,短距離
202405050411,2024-11-10,18,0,1400,16,マスクオールウィン,10,22.4,14.6,11.84,2.76,True,波乱型,17,0,0.0,7番人気〜,差<3%,15頭〜,芝,10〜30倍,短距離
202405050410,2024-11-10,13,0,1800,11,エリダヌス,4,8.5,14.56,12.81,1.75,False,混戦型,10,0,0.0,4〜6番人気,差<3%,11〜14頭,芝,3〜10倍,中距離
202405050408,2024-11-10,10,0,1800,4,シヴァース,2,2.8,23.65,22.61,1.04,False,混戦型,1,1,280.0,2〜3番人気,差<3%,〜10頭,芝,〜3倍,中距離
202408060409,2024-11-10,8,0,2000,2,ミュージアムマイル,1,1.9,25.7,25.09,0.6,False,混戦型,1,1,190.0,1番人気,差<3%,〜10頭,芝,〜3倍,中距離
202408060410,2024-11-10,14,1,1800,7,ボールドゾーン,1,2.3,19.49,19.45,0.04,True,波乱型,8,0,0.0,1番人気,差<3%,11〜14頭,ダート,〜3倍,中距離
202408060407,2024-11-10,12,1,1800,7,フルングニル,4,6.1,22.9,21.78,1.12,False,混戦型,5,0,0.0,4〜6番人気,差<3%,11〜14頭,ダート,3〜10倍,中距離
202408060403,2024-11-10,14,0,1600,8,アドマイヤズーム,2,3.8,18.31,15.41,2.9,True,波乱型,1,1,380.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,マイル
202408060406,2024-11-10,15,0,2200,1,クルミナーレ,1,2.7,17.47,10.35,7.11,True,混戦型,4,0,0.0,1番人気,差5〜10%,15頭〜,芝,〜3倍,中距離
202408060412,2024-11-10,14,0,1400,12,リチャードバローズ,1,2.4,22.62,15.31,7.31,False,混戦型,3,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,短距離
202408060411,2024-11-10,17,0,2200,7,レガレイラ,1,1.9,26.01,10.27,15.74,True,本命型,5,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,中距離
202408060404,2024-11-10,14,1,1400,5,ブロンドエール,1,1.9,15.47,13.32,2.15,False,混戦型,4,0,0.0,1番人気,差<3%,11〜14頭,ダート,〜3倍,短距離
202408060402,2024-11-10,10,1,1800,1,チムニートップス,1,1.5,33.27,23.34,9.92,True,混戦型,1,1,150.0,1番人気,差5〜10%,〜10頭,ダート,〜3倍,中距離
202408060405,2024-11-10,10,0,2000,1,コジオスコ,3,5.3,18.18,15.0,3.17,False,混戦型,3,0,0.0,2〜3番人気,差3〜5%,〜10頭,芝,3〜10倍,中距離
202403030502,2024-11-16,15,1,1700,8,ラブリールチア,2,3.9,29.7,15.16,14.54,False,本命型,10,0,0.0,2〜3番人気,差10%〜,15頭〜,ダート,3〜10倍,中距離
202403030509,2024-11-16,16,0,1800,1,フォルテフィオーレ,1,3.8,18.74,16.99,1.75,False,混戦型,3,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202405050501,2024-11-16,16,1,1600,3,ウフドゥウフ,3,5.5,17.17,13.31,3.86,False,混戦型,7,0,0.0,2〜3番人気,差3〜5%,15頭〜,ダート,3〜10倍,マイル
202403030501,2024-11-16,15,1,1150,2,ハクサンアイ,2,4.9,15.25,15.04,0.21,False,混戦型,1,1,490.00000000000006,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202405050511,2024-11-16,9,0,1800,7,レッドキングリー,2,2.7,28.04,17.54,10.5,True,本命型,3,0,0.0,2〜3番人気,差10%〜,〜10頭,芝,〜3倍,中距離
202403030508,2024-11-16,15,0,1200,12,ファイツオン,1,3.0,20.65,20.26,0.39,False,混戦型,1,1,300.0,1番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202403030510,2024-11-16,15,1,1150,16,ストリンジェンド,2,3.8,17.83,16.79,1.03,True,波乱型,9,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202403030503,2024-11-16,15,1,1700,7,ベリタバグス,1,2.0,30.26,29.48,0.78,False,混戦型,1,1,200.0,1番人気,差<3%,15頭〜,ダート,〜3倍,中距離
202403030512,2024-11-16,16,0,2000,1,パンジャ,1,3.5,16.82,14.8,2.02,False,混戦型,2,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202403030511,2024-11-16,16,0,1200,14,ジャスパーノワール,4,7.3,13.0,11.02,1.98,False,混戦型,6,0,0.0,4〜6番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202403030507,2024-11-16,16,0,1800,9,レイヤードレッド,2,5.0,17.31,16.43,0.88,False,混戦型,2,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202405050512,2024-11-16,18,0,1600,8,ガルサブランカ,1,2.8,24.2,12.12,12.07,False,本命型,4,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,マイル
202403030504,2024-11-16,13,0,2770,11,タロントゥーズ,1,3.0,20.79,20.1,0.7,False,混戦型,2,0,0.0,1番人気,差<3%,11〜14頭,芝,3〜10倍,長距離
202403030506,2024-11-16,15,1,1700,9,エスジースパークル,3,7.3,13.46,12.18,1.28,False,混戦型,9,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202403030505,2024-11-16,10,0,3380,3,ローディアマント,5,10.5,17.86,16.72,1.15,True,波乱型,2,0,0.0,4〜6番人気,差<3%,〜10頭,芝,10〜30倍,長距離
202405050505,2024-11-16,11,0,1600,10,インプロペリア,1,1.2,24.3,13.81,10.49,True,本命型,1,1,120.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,マイル
202405050504,2024-11-16,11,0,1400,10,エルマーゴ,1,2.7,21.27,17.39,3.89,True,波乱型,1,1,270.0,1番人気,差3〜5%,11〜14頭,芝,〜3倍,短距離
202405050503,2024-11-16,16,1,1600,3,エンプレスフレーム,1,1.8,27.05,16.85,10.2,False,本命型,1,1,180.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202405050506,2024-11-16,10,0,1400,8,エンブロイダリー,1,1.7,28.28,27.09,1.19,True,波乱型,1,1,170.0,1番人気,差<3%,〜10頭,芝,〜3倍,短距離
202405050502,2024-11-16,14,0,2000,8,ピックデムッシュ,1,2.5,26.87,20.99,5.88,False,混戦型,2,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,中距離
202405050507,2024-11-16,16,1,1600,6,キョウエイフロイデ,4,8.5,11.52,11.14,0.38,True,波乱型,8,0,0.0,4〜6番人気,差<3%,15頭〜,ダート,3〜10倍,マイル
202408060508,2024-11-16,16,1,1800,13,バロネッサ,1,1.8,25.64,17.75,7.88,False,混戦型,1,1,180.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,中距離
202408060503,2024-11-16,12,1,1400,11,ミライエイゴウ,2,3.6,21.44,18.28,3.16,True,波乱型,2,0,0.0,2〜3番人気,差3〜5%,11〜14頭,ダート,3〜10倍,短距離
202408060512,2024-11-16,14,0,2000,11,ナムラフッカー,1,2.7,23.28,15.1,8.18,False,混戦型,1,1,270.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,中距離
202405050510,2024-11-16,15,1,2100,15,ビップスコーピオン,2,4.0,12.49,11.58,0.91,True,波乱型,4,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202405050509,2024-11-16,11,0,2400,3,ラスカンブレス,2,2.3,35.47,19.21,16.26,False,本命型,1,1,229.99999999999997,2〜3番人気,差10%〜,11〜14頭,芝,〜3倍,長距離
202405050508,2024-11-16,16,1,1400,6,セントラルヴァレー,3,4.4,18.64,13.19,5.44,True,混戦型,2,0,0.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,短距離
202408060507,2024-11-16,16,1,1400,5,エフエイト,1,3.4,13.9,13.25,0.65,False,混戦型,5,0,0.0,1番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202408060509,2024-11-16,9,0,1400,3,ウィルサヴァイブ,1,2.5,33.42,12.72,20.7,False,本命型,6,0,0.0,1番人気,差10%〜,〜10頭,芝,〜3倍,短距離
202408060510,2024-11-16,16,1,1900,6,カズタンジャー,2,3.0,25.21,22.57,2.63,True,波乱型,2,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202408060511,2024-11-16,15,0,2000,2,ロードデルレイ,1,2.3,27.15,14.32,12.83,True,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,中距離
202408060501,2024-11-16,16,1,1200,13,ワイルドブッター,1,2.1,28.41,16.91,11.5,True,本命型,4,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202408060506,2024-11-16,16,1,1800,4,ランフォザプライド,2,2.9,16.84,12.65,4.18,True,波乱型,7,0,0.0,2〜3番人気,差3〜5%,15頭〜,ダート,〜3倍,中距離
202408060502,2024-11-16,11,1,1800,4,マイユニバース,1,2.1,30.07,17.67,12.4,True,本命型,3,0,0.0,1番人気,差10%〜,11〜14頭,ダート,〜3倍,中距離
202408060504,2024-11-16,14,0,1800,4,ルージュシークエル,1,2.7,21.48,19.56,1.91,False,混戦型,2,0,0.0,1番人気,差<3%,11〜14頭,芝,〜3倍,中距離
202408060505,2024-11-16,13,0,1400,3,サンジャシント,1,3.1,13.83,12.83,1.0,False,混戦型,4,0,0.0,1番人気,差<3%,11〜14頭,芝,3〜10倍,短距離
202405050604,2024-11-17,16,1,1600,13,レイクストライプス,4,10.8,14.95,12.62,2.33,True,波乱型,1,1,1080.0,4〜6番人気,差<3%,15頭〜,ダート,10〜30倍,マイル
202408060601,2024-11-17,18,0,1200,6,ダイヤモンド,1,2.1,23.75,14.61,9.15,False,混戦型,1,1,210.0,1番人気,差5〜10%,15頭〜,芝,〜3倍,短距離
202405050605,2024-11-17,9,0,2000,2,ダノンピクチャー,1,1.8,21.14,15.33,5.81,False,混戦型,2,0,0.0,1番人気,差5〜10%,〜10頭,芝,〜3倍,中距離
202405050603,2024-11-17,18,0,1600,1,パワースナッチ,2,3.7,21.11,19.84,1.27,True,波乱型,1,1,370.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,マイル
202405050606,2024-11-17,16,1,2100,14,サンセットビュー,2,4.1,21.49,13.22,8.28,False,混戦型,6,0,0.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,中距離
202405050602,2024-11-17,17,0,1800,6,ダノンリュラ,1,3.1,16.71,12.24,4.47,False,混戦型,4,0,0.0,1番人気,差3〜5%,15頭〜,芝,3〜10倍,中距離
202405050610,2024-11-17,13,0,1600,1,トラマンダーレ,1,2.0,20.09,13.01,7.08,False,混戦型,3,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,マイル
202405050601,2024-11-17,16,1,1300,8,エコロヴァイス,1,1.5,23.59,21.35,2.24,False,混戦型,3,0,0.0,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202408060603,2024-11-17,14,0,1600,12,ネーヴェフレスカ,1,2.6,25.39,14.12,11.27,False,本命型,3,0,0.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,マイル
202405050611,2024-11-17,16,1,1400,7,スマートフォルス,4,6.5,21.12,13.23,7.89,False,混戦型,2,0,0.0,4〜6番人気,差5〜10%,15頭〜,ダート,3〜10倍,短距離
202405050612,2024-11-17,18,0,1400,8,サクセスカラー,1,3.7,15.72,14.86,0.86,True,波乱型,2,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202405050607,2024-11-17,15,1,1300,13,フラーハ,1,3.4,14.51,14.17,0.34,True,波乱型,1,1,340.0,1番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202405050609,2024-11-17,16,1,1600,10,アピーリングルック,1,1.5,22.45,12.7,9.75,True,混戦型,3,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,マイル
202408060608,2024-11-17,16,1,1200,14,フェンダー,1,3.3,17.67,15.16,2.52,True,波乱型,7,0,0.0,1番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202405050608,2024-11-17,7,0,1600,4,ロンドボス,1,2.4,27.38,19.85,7.53,False,混戦型,3,0,0.0,1番人気,差5〜10%,〜10頭,芝,〜3倍,マイル
202408060609,2024-11-17,17,0,2400,16,インザモーメント,2,3.2,22.0,21.06,0.94,False,混戦型,4,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,長距離
202408060610,2024-11-17,15,1,1400,5,インビンシブルパパ,1,3.2,23.86,15.17,8.69,False,混戦型,1,1,320.0,1番人気,差5〜10%,15頭〜,ダート,3〜10倍,短距離
202408060607,2024-11-17,15,1,1800,14,オペラプラージュ,1,1.9,27.49,10.22,17.27,True,本命型,1,1,190.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,中距離
202408060611,2024-11-17,17,0,1600,2,ブレイディヴェーグ,1,3.7,19.3,14.68,4.62,True,波乱型,4,0,0.0,1番人気,差3〜5%,15頭〜,芝,3〜10倍,マイル
202408060612,2024-11-17,12,0,1600,4,ワールズエンド,1,1.8,23.09,12.83,10.26,True,本命型,1,1,180.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,マイル
202403030612,2024-11-17,16,0,1200,6,スーパーマン,4,8.6,16.71,11.14,5.57,False,混戦型,6,0,0.0,4〜6番人気,差5〜10%,15頭〜,芝,3〜10倍,短距離
202403030610,2024-11-17,16,0,1800,2,ラファドゥラ,1,3.6,13.5,12.08,1.42,True,波乱型,1,1,360.0,1番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202408060602,2024-11-17,12,1,1800,1,ポッドフォルク,2,3.4,25.77,24.31,1.46,False,混戦型,2,0,0.0,2〜3番人気,差<3%,11〜14頭,ダート,3〜10倍,中距離
202403030601,2024-11-17,16,1,1150,12,ブルドッグキング,1,2.8,21.75,15.24,6.51,True,混戦型,10,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202408060604,2024-11-17,12,1,1200,3,キアニーナ,1,1.6,20.71,14.16,6.55,False,混戦型,1,1,160.0,1番人気,差5〜10%,11〜14頭,ダート,〜3倍,短距離
202408060606,2024-11-17,16,1,1400,3,ウィップスティッチ,2,4.9,18.32,10.98,7.34,False,混戦型,7,0,0.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,短距離
202408060605,2024-11-17,9,0,1800,7,インザスカイ,3,5.3,18.19,16.58,1.61,False,混戦型,8,0,0.0,2〜3番人気,差<3%,〜10頭,芝,3〜10倍,中距離
202403030604,2024-11-17,12,0,2770,2,メイショウジブリ,1,1.5,26.6,16.66,9.95,True,混戦型,6,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,長距離
202403030605,2024-11-17,14,0,1800,10,ヴィアトル,2,5.4,14.95,12.29,2.66,False,混戦型,3,0,0.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,中距離
202403030603,2024-11-17,15,1,1700,2,グランドセントラル,1,3.6,19.05,14.78,4.27,False,混戦型,3,0,0.0,1番人気,差3〜5%,15頭〜,ダート,3〜10倍,中距離
202403030606,2024-11-17,16,0,1200,10,カウンターセブン,1,4.0,18.38,17.82,0.56,False,混戦型,6,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202403030602,2024-11-17,15,1,1700,2,ミレニアムヒロイン,3,5.0,15.43,11.0,4.43,True,波乱型,3,0,0.0,2〜3番人気,差3〜5%,15頭〜,ダート,3〜10倍,中距離
202403030608,2024-11-17,16,0,2000,12,ドゥムーラン,2,5.2,15.25,12.23,3.01,False,混戦型,14,0,0.0,2〜3番人気,差3〜5%,15頭〜,芝,3〜10倍,中距離
202403030611,2024-11-17,15,1,1700,11,サトノルフィアン,8,16.5,12.46,11.54,0.92,True,波乱型,4,0,0.0,7番人気〜,差<3%,15頭〜,ダート,10〜30倍,中距離
202403030609,2024-11-17,15,0,2600,10,スピーディブレイク,1,2.9,14.41,12.46,1.95,True,波乱型,1,1,290.0,1番人気,差<3%,15頭〜,芝,〜3倍,長距離
202403030607,2024-11-17,16,1,1150,9,ブライトルピナス,1,2.8,18.59,13.41,5.18,True,混戦型,1,1,280.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202405050708,2024-11-23,16,1,2100,1,キャネル,1,2.6,26.3,13.7,12.59,True,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,中距離
202405050711,2024-11-23,18,0,1600,18,トロヴァトーレ,1,2.8,23.3,11.47,11.83,False,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,マイル
202405050701,2024-11-23,16,1,1600,16,アドマイヤデイトナ,2,2.9,39.64,27.1,12.54,True,本命型,2,0,0.0,2〜3番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202405050709,2024-11-23,16,1,1600,10,クレーキング,3,6.2,20.26,11.51,8.76,True,混戦型,2,0,0.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,マイル
202405050707,2024-11-23,12,0,2400,11,ダノンホイットニー,1,2.8,24.54,13.06,11.48,True,本命型,1,1,280.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,長距離
202405050706,2024-11-23,16,1,1600,5,コッレヴェッキオ,3,6.8,19.31,16.64,2.67,False,混戦型,13,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,マイル
202405050710,2024-11-23,16,1,1400,3,ベルウェザー,2,4.9,12.95,12.36,0.59,True,波乱型,8,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202405050702,2024-11-23,18,0,1400,1,エリカマユーリ,1,1.9,22.79,12.38,10.41,True,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,短距離
202405050704,2024-11-23,15,1,1400,16,ヘニーガイスト,1,1.8,13.35,13.27,0.08,True,波乱型,1,1,180.0,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202405050703,2024-11-23,14,0,1800,5,アロンズロッド,1,2.0,22.17,19.78,2.39,True,波乱型,2,0,0.0,1番人気,差<3%,11〜14頭,芝,〜3倍,中距離
202405050705,2024-11-23,14,0,1600,15,ステラブローニュ,3,5.1,20.52,13.11,7.41,False,混戦型,9,0,0.0,2〜3番人気,差5〜10%,11〜14頭,芝,3〜10倍,マイル
202408060706,2024-11-23,11,1,1800,1,グリプトグラフィ,1,2.1,21.74,18.62,3.12,True,波乱型,2,0,0.0,1番人気,差3〜5%,11〜14頭,ダート,〜3倍,中距離
202408060707,2024-11-23,16,1,1200,10,ホウオウトランプ,1,2.1,35.62,10.27,25.34,False,本命型,9,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202408060705,2024-11-23,11,0,1600,10,アークシャルダーム,3,4.9,19.78,16.53,3.24,False,混戦型,6,0,0.0,2〜3番人気,差3〜5%,11〜14頭,芝,3〜10倍,マイル
202408060704,2024-11-23,10,0,2910,9,トラファルガー,1,3.1,27.13,19.87,7.26,False,混戦型,3,0,0.0,1番人気,差5〜10%,〜10頭,芝,3〜10倍,長距離
202408060703,2024-11-23,10,0,2000,8,サリーチェ,1,1.6,31.53,18.32,13.22,False,本命型,2,0,0.0,1番人気,差10%〜,〜10頭,芝,〜3倍,中距離
202408060702,2024-11-23,14,1,1800,5,ブルックリンダンス,2,3.4,24.78,24.56,0.21,False,混戦型,1,1,340.0,2〜3番人気,差<3%,11〜14頭,ダート,3〜10倍,中距離
202408060701,2024-11-23,16,1,1400,8,バシリス,1,1.9,34.12,17.08,17.04,True,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202408060710,2024-11-23,8,0,2200,3,オーロラエックス,1,1.8,21.63,21.52,0.11,False,混戦型,1,1,180.0,1番人気,差<3%,〜10頭,芝,〜3倍,中距離
202408060712,2024-11-23,15,0,1200,15,バンドシェル,1,2.9,17.48,12.91,4.58,False,混戦型,8,0,0.0,1番人気,差3〜5%,15頭〜,芝,〜3倍,短距離
202408060711,2024-11-23,8,0,2000,8,エリキング,1,1.9,24.0,22.06,1.93,False,混戦型,1,1,190.0,1番人気,差<3%,〜10頭,芝,〜3倍,中距離
202405050712,2024-11-23,14,0,1600,12,ミラビリスマジック,1,2.3,22.15,19.99,2.16,False,混戦型,1,1,229.99999999999997,1番人気,差<3%,11〜14頭,芝,〜3倍,マイル
202408060709,2024-11-23,13,1,1800,6,コトホドサヨウニ,2,3.0,25.51,19.51,6.0,False,混戦型,2,0,0.0,2〜3番人気,差5〜10%,11〜14頭,ダート,3〜10倍,中距離
202408060708,2024-11-23,8,1,1900,4,ホルトバージ,2,2.7,28.18,27.91,0.26,False,混戦型,1,1,270.0,2〜3番人気,差<3%,〜10頭,ダート,〜3倍,中距離
202408060812,2024-11-24,18,0,1200,10,グランテスト,8,11.8,16.19,9.43,6.76,True,混戦型,10,0,0.0,7番人気〜,差5〜10%,15頭〜,芝,10〜30倍,短距離
202405050801,2024-11-24,16,1,1400,16,スリーソング,2,2.9,22.33,17.47,4.87,False,混戦型,2,0,0.0,2〜3番人気,差3〜5%,15頭〜,ダート,〜3倍,短距離
202408060805,2024-11-24,15,1,1800,11,レーウィン,2,3.2,18.06,15.67,2.39,True,波乱型,2,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202408060807,2024-11-24,18,0,1800,1,キュクヌス,6,10.1,14.21,13.97,0.24,True,波乱型,1,1,1010.0,4〜6番人気,差<3%,15頭〜,芝,10〜30倍,中距離
202408060804,2024-11-24,14,1,1400,1,サントレッダー,1,3.9,12.36,11.83,0.54,True,波乱型,7,0,0.0,1番人気,差<3%,11〜14頭,ダート,3〜10倍,短距離
202408060808,2024-11-24,16,1,1400,12,サウンドアレグリア,1,2.9,18.17,13.68,4.49,True,波乱型,1,1,290.0,1番人気,差3〜5%,15頭〜,ダート,〜3倍,短距離
202408060803,2024-11-24,18,0,1600,12,ワンコールアウェイ,2,4.4,15.29,12.59,2.7,False,混戦型,6,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,マイル
202408060806,2024-11-24,12,0,2000,8,ネブラディスク,2,5.3,13.8,12.06,1.74,True,波乱型,1,1,530.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,中距離
202408060801,2024-11-24,16,1,1200,4,ブルドッグワイルド,4,7.2,16.18,14.31,1.87,False,混戦型,16,0,0.0,4〜6番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202408060802,2024-11-24,13,1,1800,11,デルマサクラサク,2,3.2,24.71,18.22,6.49,True,混戦型,7,0,0.0,2〜3番人気,差5〜10%,11〜14頭,ダート,3〜10倍,中距離
202408060811,2024-11-24,15,1,1900,10,サーマルソアリング,3,6.6,15.4,15.38,0.02,False,混戦型,5,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202408060810,2024-11-24,13,0,1600,6,ビヨンドザヴァレー,2,4.8,15.36,13.32,2.05,False,混戦型,1,1,480.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,マイル
