race_id,race_date,出走頭数,芝ダート,距離,Top1馬番,Top1馬名,Top1人気,Top1単勝,Top1勝率,Top2勝率,gap_1_2,has_high_odds,パターン,Top1着順,的中,払戻額,人気帯,勝率差帯,頭数帯,芝ダ,オッズ帯,距離帯
202508020903,2025-05-24,17,0,1400,4,ワンコールアウェイ,4,11.9,13.38,11.52,1.86,True,波乱型,2,0,0.0,4〜6番人気,差<3%,15頭〜,芝,10〜30倍,短距離
202504010710,2025-05-24,15,0,2000,12,フルレゾン,3,4.7,20.0,15.93,4.07,False,混戦型,5,0,0.0,2〜3番人気,差3〜5%,15頭〜,芝,3〜10倍,中距離
202504010711,2025-05-24,16,0,1200,1,エコロマーズ,5,16.3,15.69,13.48,2.21,True,波乱型,5,0,0.0,4〜6番人気,差<3%,15頭〜,芝,10〜30倍,短距離
202505020907,2025-05-24,13,0,1600,6,ドリーミングアップ,1,2.1,20.24,16.55,3.69,False,混戦型,3,0,0.0,1番人気,差3〜5%,11〜14頭,芝,〜3倍,マイル
202504010703,2025-05-24,15,1,1200,12,ゼットエール,1,2.3,21.53,20.89,0.63,False,混戦型,1,1,229.99999999999997,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202504010701,2025-05-24,14,0,3290,12,ロードトゥフェイム,4,6.7,22.99,21.08,1.91,False,混戦型,3,0,0.0,4〜6番人気,差<3%,11〜14頭,芝,3〜10倍,長距離
202504010705,2025-05-24,16,0,1800,4,ヴォワラクテ,2,4.8,20.1,12.08,8.02,False,混戦型,6,0,0.0,2〜3番人気,差5〜10%,15頭〜,芝,3〜10倍,中距離
202505020904,2025-05-24,18,0,1600,9,テンダールック,2,2.9,34.45,16.63,17.82,False,本命型,1,1,290.0,2〜3番人気,差10%〜,15頭〜,芝,〜3倍,マイル
202504010704,2025-05-24,12,0,2890,3,サクセスバラード,1,2.0,28.97,14.0,14.97,True,本命型,1,1,200.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,長距離
202504010706,2025-05-24,15,1,1800,6,フランキーバローズ,3,6.2,22.82,20.27,2.55,False,混戦型,2,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202508020909,2025-05-24,13,0,1600,6,グローリーリンク,1,1.9,20.15,12.31,7.84,False,混戦型,3,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,マイル
202505020903,2025-05-24,16,1,2100,9,ネイチャーズロウ,2,3.9,22.61,19.81,2.8,False,混戦型,1,1,390.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202505020905,2025-05-24,17,0,2000,9,アリスメティーク,1,2.7,19.35,15.44,3.91,False,混戦型,2,0,0.0,1番人気,差3〜5%,15頭〜,芝,〜3倍,中距離
202505020906,2025-05-24,13,1,1600,3,エドワードバローズ,1,2.9,24.16,11.19,12.97,True,本命型,5,0,0.0,1番人気,差10%〜,11〜14頭,ダート,〜3倍,マイル
202505020901,2025-05-24,15,1,1600,8,フォンデネージュ,2,3.0,26.59,26.06,0.53,False,混戦型,3,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,マイル
202508020908,2025-05-24,16,1,1800,15,シャハザマーン,1,1.5,24.22,10.33,13.89,True,本命型,1,1,150.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,中距離
202505020911,2025-05-24,16,1,1400,15,ビダーヤ,1,1.5,23.01,20.15,2.85,False,混戦型,1,1,150.0,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202505020912,2025-05-24,14,1,1600,4,アルゴナヴィス,2,4.0,18.36,13.93,4.43,False,混戦型,1,1,400.0,2〜3番人気,差3〜5%,11〜14頭,ダート,3〜10倍,マイル
202505020910,2025-05-24,12,0,1400,2,ペリファーニア,1,2.5,22.22,18.32,3.9,False,混戦型,1,1,250.0,1番人気,差3〜5%,11〜14頭,芝,〜3倍,短距離
202505020909,2025-05-24,9,0,1800,5,クライスレリアーナ,2,3.4,31.7,16.24,15.46,False,本命型,2,0,0.0,2〜3番人気,差10%〜,〜10頭,芝,3〜10倍,中距離
202505020908,2025-05-24,16,1,1400,1,サトノアルペジオ,1,2.2,33.45,13.49,19.96,True,本命型,1,1,220.00000000000003,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202508020901,2025-05-24,16,1,1200,13,サマンサバローズ,5,8.2,17.16,15.64,1.52,False,混戦型,13,0,0.0,4〜6番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202508020907,2025-05-24,12,0,2400,5,ベトルス,1,1.6,28.88,20.57,8.31,True,混戦型,1,1,160.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,長距離
202508020904,2025-05-24,18,0,1800,7,ハートメテオ,2,4.2,19.8,11.46,8.33,True,混戦型,2,0,0.0,2〜3番人気,差5〜10%,15頭〜,芝,3〜10倍,中距離
202508020906,2025-05-24,9,1,1400,3,リトルスカーレット,2,6.1,25.29,14.43,10.86,False,本命型,6,0,0.0,2〜3番人気,差10%〜,〜10頭,ダート,3〜10倍,短距離
202508020911,2025-05-24,16,1,1900,13,ジンセイ,5,6.1,24.57,14.46,10.11,False,本命型,4,0,0.0,4〜6番人気,差10%〜,15頭〜,ダート,3〜10倍,中距離
202508020905,2025-05-24,16,0,2000,14,マテンロウアーチ,5,11.8,16.26,14.4,1.86,True,波乱型,15,0,0.0,4〜6番人気,差<3%,15頭〜,芝,10〜30倍,中距離
202508020902,2025-05-24,16,1,1800,6,ロックウイズユー,1,2.3,26.41,12.71,13.7,True,本命型,4,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,中距離
202508020912,2025-05-24,13,1,1400,10,プロミシングスター,2,3.6,21.56,17.5,4.06,False,混戦型,1,1,360.0,2〜3番人気,差3〜5%,11〜14頭,ダート,3〜10倍,短距離
202508020910,2025-05-24,8,0,2000,1,ランスオブクイーン,3,4.3,20.95,19.22,1.73,False,混戦型,1,1,430.0,2〜3番人気,差<3%,〜10頭,芝,3〜10倍,中距離
202504010808,2025-05-25,16,0,1200,5,アンバーニードル,1,5.6,18.19,13.36,4.83,False,混戦型,9,0,0.0,1番人気,差3〜5%,15頭〜,芝,3〜10倍,短距離
202505021001,2025-05-25,16,1,1400,5,ナムラペルル,1,2.6,20.1,15.34,4.76,False,混戦型,5,0,0.0,1番人気,差3〜5%,15頭〜,ダート,〜3倍,短距離
202505021005,2025-05-25,17,0,1800,11,オルグジェシダ,1,1.9,25.66,13.22,12.44,False,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,中距離
202504010812,2025-05-25,15,1,1800,10,ストーンズ,1,2.9,18.89,17.52,1.37,True,波乱型,2,0,0.0,1番人気,差<3%,15頭〜,ダート,〜3倍,中距離
202504010809,2025-05-25,15,0,1800,9,ルトゥール,1,4.2,16.93,16.8,0.13,False,混戦型,1,1,420.0,1番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202504010811,2025-05-25,16,0,1000,2,レッドアヴァンティ,11,27.6,19.14,17.84,1.31,True,波乱型,13,0,0.0,7番人気〜,差<3%,15頭〜,芝,10〜30倍,短距離
202504010807,2025-05-25,15,1,1200,13,カネコメファミリー,1,2.4,17.9,13.27,4.63,True,波乱型,3,0,0.0,1番人気,差3〜5%,15頭〜,ダート,〜3倍,短距離
202504010806,2025-05-25,16,0,2200,2,レイヤードレッド,2,5.5,18.7,13.54,5.16,True,混戦型,7,0,0.0,2〜3番人気,差5〜10%,15頭〜,芝,3〜10倍,中距離
202504010810,2025-05-25,15,1,1200,6,モンドプリューム,2,4.4,21.54,19.93,1.62,False,混戦型,2,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202505021008,2025-05-25,16,1,1600,1,エーリアル,1,2.6,24.45,12.7,11.75,True,本命型,3,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202505021011,2025-05-25,18,0,2400,9,エンブロイダリー,1,3.3,14.84,14.34,0.5,True,波乱型,9,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,長距離
202505021009,2025-05-25,9,0,1800,6,コルレオニス,1,1.6,34.26,20.34,13.92,False,本命型,1,1,160.0,1番人気,差10%〜,〜10頭,芝,〜3倍,中距離
202505021010,2025-05-25,9,0,1400,5,グロリアラウス,2,2.8,22.15,17.15,5.01,False,混戦型,1,1,280.0,2〜3番人気,差5〜10%,〜10頭,芝,〜3倍,短距離
202505021007,2025-05-25,8,0,2400,8,サンセットビュー,1,2.6,25.58,22.59,2.99,False,混戦型,2,0,0.0,1番人気,差<3%,〜10頭,芝,〜3倍,長距離
202505021012,2025-05-25,16,1,2100,4,ペンナヴェローチェ,2,4.5,17.62,11.32,6.3,True,混戦型,4,0,0.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,中距離
202505021004,2025-05-25,18,0,1600,9,ジャサルディア,2,2.9,20.79,17.95,2.84,True,波乱型,2,0,0.0,2〜3番人気,差<3%,15頭〜,芝,〜3倍,マイル
202505021003,2025-05-25,16,1,1300,16,シルフレイ,1,2.7,20.36,17.97,2.39,False,混戦型,2,0,0.0,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202505021006,2025-05-25,9,1,1400,6,シホノペルフェット,3,5.0,20.89,16.74,4.16,True,波乱型,1,1,500.0,2〜3番人気,差3〜5%,〜10頭,ダート,3〜10倍,短距離
202505021002,2025-05-25,16,1,1600,11,ラストレガシー,2,4.2,23.28,19.99,3.3,False,混戦型,7,0,0.0,2〜3番人気,差3〜5%,15頭〜,ダート,3〜10倍,マイル
202508021008,2025-05-25,7,0,1800,2,ファインライン,2,2.6,38.71,30.74,7.97,False,混戦型,1,1,260.0,2〜3番人気,差5〜10%,〜10頭,芝,〜3倍,中距離
202508021010,2025-05-25,16,1,1400,16,フェルヴェンテ,6,10.2,14.43,12.4,2.04,True,波乱型,4,0,0.0,4〜6番人気,差<3%,15頭〜,ダート,10〜30倍,短距離
202508021006,2025-05-25,13,0,1200,3,ミクストベリーズ,2,4.0,24.93,15.41,9.52,True,混戦型,4,0,0.0,2〜3番人気,差5〜10%,11〜14頭,芝,3〜10倍,短距離
202508021007,2025-05-25,16,1,1800,8,ミライヘノカギ,3,6.2,14.93,13.1,1.83,True,波乱型,6,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202508021005,2025-05-25,14,0,2200,3,レーヌマロン,1,2.5,26.65,16.93,9.72,False,混戦型,1,1,250.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,中距離
202508021004,2025-05-25,18,0,1600,3,ルクスフレンジー,2,4.3,21.93,18.68,3.25,False,混戦型,3,0,0.0,2〜3番人気,差3〜5%,15頭〜,芝,3〜10倍,マイル
202508021011,2025-05-25,17,0,1800,2,ジューンアヲニヨシ,5,10.1,19.38,14.46,4.91,True,波乱型,12,0,0.0,4〜6番人気,差3〜5%,15頭〜,芝,10〜30倍,中距離
202508021012,2025-05-25,9,1,1900,4,クリノフィガロ,1,2.6,22.08,17.37,4.71,True,波乱型,6,0,0.0,1番人気,差3〜5%,〜10頭,ダート,〜3倍,中距離
202504010801,2025-05-25,16,0,1200,1,ラースアルアイン,2,5.5,17.54,13.75,3.79,False,混戦型,6,0,0.0,2〜3番人気,差3〜5%,15頭〜,芝,3〜10倍,短距離
202508021009,2025-05-25,18,0,1400,11,ロジカルワーズ,1,2.3,28.35,8.62,19.73,True,本命型,3,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,短距離
202508021001,2025-05-25,16,1,1400,5,ディアウス,1,2.1,20.09,12.94,7.15,False,混戦型,3,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202504010804,2025-05-25,14,0,2890,2,フェーングロッテン,1,1.5,28.56,23.55,5.01,True,混戦型,2,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,長距離
202504010803,2025-05-25,15,1,1800,3,キタノチェンジ,1,1.8,31.94,12.84,19.1,True,本命型,3,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,中距離
202508021003,2025-05-25,14,1,1900,5,アメリカンバー,1,2.4,23.16,20.99,2.18,False,混戦型,3,0,0.0,1番人気,差<3%,11〜14頭,ダート,〜3倍,中距離
202504010802,2025-05-25,15,1,1200,8,ジュエルハウス,1,2.7,24.46,16.94,7.52,False,混戦型,1,1,270.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202504010805,2025-05-25,16,0,2000,14,グラツィオーソ,1,3.3,29.69,14.73,14.95,False,本命型,3,0,0.0,1番人気,差10%〜,15頭〜,芝,3〜10倍,中距離
202508021002,2025-05-25,16,1,1800,6,オーケーエンジェル,2,4.4,22.2,15.16,7.04,False,混戦型,16,0,0.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,中距離
202505021108,2025-05-31,16,1,1600,10,チザルピーノ,1,1.5,27.81,15.79,12.02,True,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202505021101,2025-05-31,16,1,1400,5,ロアリングフレイム,1,1.5,42.15,8.67,33.48,False,本命型,11,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202508021108,2025-05-31,18,0,1600,17,ロストシークレット,1,2.9,24.17,12.91,11.26,False,本命型,2,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,マイル
202508021109,2025-05-31,9,1,1800,9,エコロスパーダ,1,2.2,22.87,21.59,1.28,True,波乱型,6,0,0.0,1番人気,差<3%,〜10頭,ダート,〜3倍,中距離
202505021103,2025-05-31,18,0,1400,9,ダンケルド,1,1.6,44.04,13.42,30.62,False,本命型,3,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,短距離
202508021107,2025-05-31,6,0,2000,3,ステラクラウン,1,1.7,33.59,18.59,15.0,True,本命型,4,0,0.0,1番人気,差10%〜,〜10頭,芝,〜3倍,中距離
202505021102,2025-05-31,16,0,2400,7,バルデラマ,1,2.0,37.5,12.55,24.95,True,本命型,10,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,長距離
202508021111,2025-05-31,16,0,1200,11,カンシン,3,6.9,14.33,12.15,2.18,True,波乱型,8,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202508021112,2025-05-31,13,0,1400,2,ジュンヴァンケット,1,2.6,22.75,13.6,9.14,True,混戦型,7,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,短距離
202508021110,2025-05-31,16,1,1900,8,ソーニーイシュー,2,3.6,21.8,14.49,7.31,False,混戦型,1,1,360.0,2〜3番人気,差5〜10%,15頭〜,ダート,3〜10倍,中距離
202505021111,2025-05-31,16,1,1600,2,ウェイワードアクト,1,2.6,22.11,16.17,5.94,True,混戦型,1,1,260.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,マイル
202508021106,2025-05-31,16,1,1400,12,モンシェリ,3,5.6,12.78,12.66,0.12,False,混戦型,4,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202505021110,2025-05-31,16,0,1600,8,ガルサブランカ,1,3.3,24.26,10.71,13.55,False,本命型,9,0,0.0,1番人気,差10%〜,15頭〜,芝,3〜10倍,マイル
202505021112,2025-05-31,15,1,2100,13,タイセイアディクト,1,1.8,28.75,12.82,15.92,False,本命型,4,0,0.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,中距離
202505021107,2025-05-31,11,0,1400,5,パワースナッチ,2,4.0,26.76,16.95,9.81,False,混戦型,1,1,400.0,2〜3番人気,差5〜10%,11〜14頭,芝,3〜10倍,短距離
202508021101,2025-05-31,16,1,1800,9,スルーザナイト,2,3.6,31.88,12.74,19.13,False,本命型,1,1,360.0,2〜3番人気,差10%〜,15頭〜,ダート,3〜10倍,中距離
202505021104,2025-05-31,13,0,3000,11,ホウオウエクレール,1,2.1,27.74,20.0,7.74,False,混戦型,3,0,0.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,長距離
202508021103,2025-05-31,15,1,1800,9,カンピドリオ,1,2.7,19.33,18.82,0.51,False,混戦型,1,1,270.0,1番人気,差<3%,15頭〜,ダート,〜3倍,中距離
202505021105,2025-05-31,16,0,2000,8,ネポティズムベビー,1,2.2,37.76,17.3,20.46,False,本命型,4,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,中距離
202505021106,2025-05-31,10,1,1600,6,マテンロウブレイブ,2,3.9,18.22,18.13,0.09,False,混戦型,6,0,0.0,2〜3番人気,差<3%,〜10頭,ダート,3〜10倍,マイル
202508021102,2025-05-31,16,1,1400,8,モズケイスター,1,1.5,20.83,12.93,7.9,True,混戦型,6,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202508021105,2025-05-31,18,0,1800,18,ドゥラエテルノ,2,3.9,22.49,20.29,2.21,False,混戦型,5,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202508021104,2025-05-31,17,0,1400,16,テキサスツイスター,5,9.5,16.48,14.25,2.23,False,混戦型,12,0,0.0,4〜6番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202505021203,2025-06-01,16,1,1600,2,セブンメデュラス,1,1.5,35.14,28.33,6.81,False,混戦型,1,1,150.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,マイル
202505021204,2025-06-01,14,0,1600,14,ノーブルライナー,1,3.0,19.2,16.42,2.78,False,混戦型,3,0,0.0,1番人気,差<3%,11〜14頭,芝,3〜10倍,マイル
202505021202,2025-06-01,15,1,1400,12,キョウエイスレーヴ,1,2.4,18.82,18.08,0.74,False,混戦型,1,1,240.0,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202505021208,2025-06-01,16,0,2400,5,ジオセントリック,2,4.7,15.19,14.3,0.88,False,混戦型,2,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,長距離
202505021206,2025-06-01,16,0,1800,2,アンドローゼス,2,3.9,23.24,13.06,10.19,True,本命型,3,0,0.0,2〜3番人気,差10%〜,15頭〜,芝,3〜10倍,中距離
202505021207,2025-06-01,16,1,1400,8,ノルドヴェスト,1,1.8,40.67,8.82,31.85,True,本命型,1,1,180.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202505021201,2025-06-01,16,1,1600,6,スカイビート,1,1.7,45.61,15.67,29.94,False,本命型,1,1,170.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202508021211,2025-06-01,11,0,1800,8,ライトトラック,3,5.4,14.25,14.24,0.01,True,波乱型,1,1,540.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,中距離
202505021205,2025-06-01,11,1,1400,3,レーティッシュ,2,3.1,18.83,16.88,1.95,True,波乱型,2,0,0.0,2〜3番人気,差<3%,11〜14頭,ダート,3〜10倍,短距離
202508021207,2025-06-01,11,0,2000,11,ヴィスマール,1,2.5,19.06,18.36,0.69,False,混戦型,1,1,250.0,1番人気,差<3%,11〜14頭,芝,〜3倍,中距離
202508021212,2025-06-01,14,0,1400,6,バンドシェル,4,6.9,14.98,14.06,0.92,False,混戦型,9,0,0.0,4〜6番人気,差<3%,11〜14頭,芝,3〜10倍,短距離
202508021210,2025-06-01,16,0,1400,11,バウンシーステップ,1,4.1,16.66,10.91,5.75,True,混戦型,5,0,0.0,1番人気,差5〜10%,15頭〜,芝,3〜10倍,短距離
202508021208,2025-06-01,16,1,1200,4,ワークソング,6,12.6,14.94,9.48,5.46,True,混戦型,7,0,0.0,4〜6番人気,差5〜10%,15頭〜,ダート,10〜30倍,短距離
202508021209,2025-06-01,14,1,1800,11,ホルトバージ,1,3.7,15.1,11.52,3.58,False,混戦型,5,0,0.0,1番人気,差3〜5%,11〜14頭,ダート,3〜10倍,中距離
202505021209,2025-06-01,16,1,1600,9,ターコイズフリンジ,1,2.4,25.34,17.06,8.27,False,混戦型,5,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,マイル
202508021204,2025-06-01,12,0,3170,9,ディナースタ,1,1.7,23.96,16.73,7.23,False,混戦型,1,1,170.0,1番人気,差5〜10%,11〜14頭,芝,〜3倍,長距離
202508021205,2025-06-01,13,0,2400,3,ジョイボーイ,1,1.5,33.82,10.75,23.07,True,本命型,1,1,150.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,長距離
202508021203,2025-06-01,18,0,1600,15,ヴァイスクレー,1,3.7,12.77,11.68,1.09,False,混戦型,7,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,マイル
202508021206,2025-06-01,14,1,1400,6,ソリスクラヴィス,1,3.2,17.65,12.53,5.12,True,混戦型,1,1,320.0,1番人気,差5〜10%,11〜14頭,ダート,3〜10倍,短距離
202508021202,2025-06-01,14,1,1900,3,サルタール,1,2.5,17.57,14.86,2.72,True,波乱型,3,0,0.0,1番人気,差<3%,11〜14頭,ダート,〜3倍,中距離
202508021201,2025-06-01,15,1,1200,16,メイショウアキカゼ,1,3.5,22.04,20.71,1.33,False,混戦型,8,0,0.0,1番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202505021211,2025-06-01,18,0,2400,2,ショウヘイ,6,14.4,10.36,9.53,0.83,True,波乱型,3,0,0.0,4〜6番人気,差<3%,15頭〜,芝,10〜30倍,長距離
202505021212,2025-06-01,17,0,2500,8,スティンガーグラス,2,3.7,26.43,13.92,12.51,False,本命型,11,0,0.0,2〜3番人気,差10%〜,15頭〜,芝,3〜10倍,長距離
202505021210,2025-06-01,18,0,1800,12,ショウナンラピダス,3,5.7,15.02,14.61,0.4,False,混戦型,2,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202509030109,2025-06-07,10,0,1800,2,レベルスルール,1,1.8,22.97,15.49,7.48,True,混戦型,6,0,0.0,1番人気,差5〜10%,〜10頭,芝,〜3倍,中距離
202505030104,2025-06-07,14,0,2000,13,エポナ,1,1.4,46.4,10.07,36.33,False,本命型,1,1,140.0,1番人気,差10%〜,11〜14頭,芝,〜3倍,中距離
202505030101,2025-06-07,12,0,3000,1,スペクトログラム,4,8.0,15.66,14.77,0.89,False,混戦型,7,0,0.0,4〜6番人気,差<3%,11〜14頭,芝,3〜10倍,長距離
202509030110,2025-06-07,9,1,1800,8,ロードラビリンス,2,3.8,27.34,27.09,0.25,True,波乱型,1,1,380.0,2〜3番人気,差<3%,〜10頭,ダート,3〜10倍,中距離
202509030108,2025-06-07,9,1,1800,9,ハイウェイスター,3,3.3,26.57,24.26,2.31,False,混戦型,4,0,0.0,2〜3番人気,差<3%,〜10頭,ダート,3〜10倍,中距離
202509030106,2025-06-07,13,0,2000,7,サトノソティラス,4,6.2,18.49,17.0,1.49,False,混戦型,1,1,620.0,4〜6番人気,差<3%,11〜14頭,芝,3〜10倍,中距離
202509030107,2025-06-07,10,0,2200,1,ヴァリディシームス,1,1.3,52.03,9.27,42.76,True,本命型,1,1,130.0,1番人気,差10%〜,〜10頭,芝,〜3倍,中距離
202509030112,2025-06-07,16,1,1400,10,アンズアメ,1,2.1,16.93,11.71,5.21,False,混戦型,1,1,210.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202505030112,2025-06-07,15,1,1600,15,ロッシニアーナ,1,1.5,48.08,10.98,37.1,True,本命型,1,1,150.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202509030111,2025-06-07,15,0,2000,3,ヴィレム,4,5.6,14.2,13.22,0.98,False,混戦型,3,0,0.0,4〜6番人気,差<3%,15頭〜,芝,3〜10倍,中距離
202509030102,2025-06-07,16,1,1800,1,ハナウマビーチ,2,3.9,23.16,22.84,0.33,False,混戦型,1,1,390.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,中距離
202509030103,2025-06-07,16,0,1200,1,ルクスコロン,3,5.4,16.85,14.58,2.27,False,混戦型,9,0,0.0,2〜3番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202509030101,2025-06-07,15,1,1400,13,ルクスデイジー,1,1.3,47.27,12.53,34.74,True,本命型,1,1,130.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202509030104,2025-06-07,16,1,1200,9,ボヌールキャッツ,1,2.8,22.64,17.04,5.6,False,混戦型,6,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,短距離
202509030105,2025-06-07,7,0,1600,1,カレイジャスビート,5,6.8,23.17,15.71,7.47,True,混戦型,7,0,0.0,4〜6番人気,差5〜10%,〜10頭,芝,3〜10倍,マイル
202505030105,2025-06-07,9,0,1600,7,ディバインウインド,2,3.1,26.2,25.52,0.68,False,混戦型,1,1,310.0,2〜3番人気,差<3%,〜10頭,芝,3〜10倍,マイル
202505030103,2025-06-07,16,1,1600,5,ファリーザ,1,1.5,31.5,15.2,16.3,False,本命型,1,1,150.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,マイル
202505030106,2025-06-07,16,1,1300,5,シルフレイ,1,1.7,22.49,19.35,3.14,False,混戦型,3,0,0.0,1番人気,差3〜5%,15頭〜,ダート,〜3倍,短距離
202505030102,2025-06-07,16,1,1400,16,ブルージュ,1,2.8,31.4,13.26,18.13,False,本命型,1,1,280.0,1番人気,差10%〜,15頭〜,ダート,〜3倍,短距離
202505030107,2025-06-07,18,0,1600,15,パヴェリング,1,1.8,31.15,20.63,10.52,False,本命型,3,0,0.0,1番人気,差10%〜,15頭〜,芝,〜3倍,マイル
202505030108,2025-06-07,16,1,1600,4,パイシャオピン,1,1.5,20.36,16.64,3.72,True,波乱型,4,0,0.0,1番人気,差3〜5%,15頭〜,ダート,〜3倍,マイル
202505030111,2025-06-07,16,1,1400,9,ヒルノドゴール,1,4.5,17.65,14.67,2.97,True,波乱型,10,0,0.0,1番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202505030110,2025-06-07,15,0,1400,11,ソーダーンライト,1,3.2,12.46,12.4,0.06,True,波乱型,4,0,0.0,1番人気,差<3%,15頭〜,芝,3〜10倍,短距離
202505030109,2025-06-07,12,0,2400,9,サトノパトリオット,2,5.7,19.98,17.7,2.28,True,波乱型,2,0,0.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,長距離
202509030210,2025-06-08,16,1,1400,7,ベルジュロネット,1,2.5,13.97,11.94,2.03,False,混戦型,4,0,0.0,1番人気,差<3%,15頭〜,ダート,〜3倍,短距離
202509030209,2025-06-08,8,0,1800,8,テーオーダグラス,1,1.8,27.35,23.75,3.6,False,混戦型,1,1,180.0,1番人気,差3〜5%,〜10頭,芝,〜3倍,中距離
202509030206,2025-06-08,17,0,1800,5,ジョワイユノエル,2,4.5,24.76,15.5,9.26,False,混戦型,1,1,450.0,2〜3番人気,差5〜10%,15頭〜,芝,3〜10倍,中距離
202505030201,2025-06-08,16,1,1600,5,シウダーエヴィータ,1,2.5,22.36,17.29,5.06,False,混戦型,4,0,0.0,1番人気,差5〜10%,15頭〜,ダート,〜3倍,マイル
202509030208,2025-06-08,13,1,1800,6,ライノ,1,2.8,16.81,12.42,4.39,True,波乱型,2,0,0.0,1番人気,差3〜5%,11〜14頭,ダート,〜3倍,中距離
202509030211,2025-06-08,16,1,1200,16,マニバドラ,2,5.4,15.11,14.18,0.93,False,混戦型,5,0,0.0,2〜3番人気,差<3%,15頭〜,ダート,3〜10倍,短距離
202505030212,2025-06-08,14,1,1600,5,レッドダンルース,2,3.0,21.28,17.1,4.18,True,波乱型,9,0,0.0,2〜3番人気,差3〜5%,11〜14頭,ダート,3〜10倍,マイル
202509030207,2025-06-08,18,0,1600,10,ビップディラン,2,3.8,25.2,18.93,6.27,False,混戦型,6,0,0.0,2〜3番人気,差5〜10%,15頭〜,芝,3〜10倍,マイル
202509030205,2025-06-08,11,0,1400,6,ラッキーバック,3,5.9,17.6,16.65,0.95,True,波乱型,8,0,0.0,2〜3番人気,差<3%,11〜14頭,芝,3〜10倍,短距離
